UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,Failure_Type,Temp_Diff,Power_W,Tool_Wear_Speed_Ratio
208,M15067,M,298.4,308.7,1421,60.7,119,1,0,0,1,0,0,PWF,10.300000000000011,9032.571061919718,0.08374384177520168
209,L47388,L,298.4,308.6,1591,36.7,122,0,0,0,0,0,0,No Failure,10.200000000000045,6114.555085510398,0.07668133201331659
210,L47389,L,298.4,308.6,1477,44.0,124,0,0,0,0,0,0,No Failure,10.200000000000045,6805.527445716449,0.08395396016280325
211,L47390,L,298.4,308.7,1523,36.1,126,0,0,0,0,0,0,No Failure,10.300000000000011,5757.523552405431,0.08273145054017432
212,L47391,L,298.5,308.7,1575,33.9,128,0,0,0,0,0,0,No Failure,10.199999999999989,5591.249525226433,0.08126984075384228
213,H29626,H,298.4,308.7,1344,52.9,130,0,0,0,0,0,0,No Failure,10.300000000000011,7445.323261595522,0.09672618975650156
214,L47393,L,298.4,308.7,1386,44.9,135,0,0,0,0,0,0,No Failure,10.300000000000011,6516.856968753595,0.09740259669983696
215,M15074,M,298.3,308.6,1589,37.1,137,0,0,0,0,0,0,No Failure,10.300000000000011,6173.428531838671,0.08621774646810733
216,L47395,L,298.3,308.6,1548,40.3,140,0,0,0,0,0,0,No Failure,10.300000000000011,6532.879091286902,0.09043927590155507
217,L47396,L,298.3,308.6,1499,38.3,142,0,0,0,0,0,0,No Failure,10.300000000000011,6012.13916500337,0.09472981924796652
218,L47397,L,298.3,308.5,1664,31.6,144,0,0,0,0,0,0,No Failure,10.199999999999989,5506.416051603998,0.08653846101839867
219,L47398,L,298.3,308.6,1447,38.1,146,0,0,0,0,0,0,No Failure,10.300000000000011,5773.2734035754265,0.10089840980719827
220,M15079,M,298.3,308.5,1434,46.2,148,0,0,0,0,0,0,No Failure,10.199999999999989,6937.767552481556,0.1032078096010613
221,L47400,L,298.3,308.5,1416,52.7,151,0,0,0,0,0,0,No Failure,10.199999999999989,7814.523230245395,0.10663841732599988
222,H29635,H,298.4,308.5,1827,24.3,153,0,0,0,0,0,0,No Failure,10.100000000000023,4649.148720267927,0.08374384190616398
223,L47402,L,298.4,308.6,1304,45.0,158,0,0,0,0,0,0,No Failure,10.200000000000045,6144.955230421636,0.12116564324259477
224,L47403,L,298.4,308.6,1569,34.4,160,0,0,0,0,0,0,No Failure,10.200000000000045,5652.102174926468,0.10197578010213015
225,L47404,L,298.3,308.6,1584,29.3,162,0,0,0,0,0,0,No Failure,10.300000000000011,4860.169498809553,0.10227272662706612
226,L47405,L,298.3,308.5,1362,53.8,164,0,0,0,0,0,0,No Failure,10.199999999999989,7673.40288824614,0.1204111591746611
227,L47406,L,298.3,308.4,1329,49.2,166,0,0,0,0,0,0,No Failure,10.099999999999966,6847.28968405817,0.12490594337918778
228,L47407,L,298.3,308.5,1539,36.1,168,0,0,0,0,0,0,No Failure,10.199999999999989,5818.009682962545,0.10916179266301629
229,M15088,M,298.3,308.5,1629,37.1,170,0,0,0,0,0,0,No Failure,10.199999999999989,6328.832648436246,0.10435850150792816
230,L47409,L,298.3,308.5,1538,32.2,173,0,0,0,0,0,0,No Failure,10.199999999999989,5186.099264643983,0.11248374439217332
231,L47410,L,298.3,308.6,1570,34.8,175,0,0,0,0,0,0,No Failure,10.300000000000011,5721.46854071773,0.1114649674428983
232,L47411,L,298.3,308.4,1408,43.1,177,0,0,0,0,0,0,No Failure,10.099999999999966,6354.897395485528,0.12571022637989895
233,L47412,L,298.2,308.4,1424,47.6,179,0,0,0,0,0,0,No Failure,10.199999999999989,7098.156329422826,0.12570224630827073
234,L47413,L,298.2,308.4,1512,34.9,181,0,0,0,0,0,0,No Failure,10.199999999999989,5525.935813958302,0.11970899391726857
235,L47414,L,298.2,308.4,1478,42.9,183,0,0,0,0,0,0,No Failure,10.199999999999989,6639.881737068171,0.12381596668595422
236,M15095,M,298.1,308.3,1680,33.7,185,0,0,0,0,0,0,No Failure,10.199999999999989,5928.8136558546585,0.1101190469635771
237,L47416,L,298.1,308.3,1495,38.7,188,0,0,0,0,0,0,No Failure,10.199999999999989,6058.718512080595,0.12575250752005013
238,M15097,M,298.0,308.1,1552,36.6,190,0,0,0,0,0,0,No Failure,10.100000000000023,5948.417194013057,0.1224226796235652
239,L47418,L,297.9,308.1,1393,50.3,193,0,0,0,0,0,0,No Failure,10.200000000000045,7337.493329748808,0.13854989132412138
240,L47419,L,298.0,308.2,1611,30.6,195,0,0,0,0,0,0,No Failure,10.199999999999989,5162.32788023182,0.12104282978868511
241,M15100,M,298.0,308.1,1339,51.6,197,0,0,0,0,0,0,No Failure,10.100000000000023,7235.33920862958,0.14712471884148828
242,L47421,L,298.0,308.1,1777,24.3,200,0,0,0,0,0,0,No Failure,10.100000000000023,4521.91421779754,0.11254923965926146
243,L47422,L,298.0,308.2,1348,58.8,202,1,0,0,0,1,0,OSF,10.199999999999989,8300.33911819652,0.14985163093581877
244,L47423,L,298.0,308.2,1442,44.1,204,0,0,0,0,0,0,No Failure,10.199999999999989,6659.359611520428,0.14147017932406256
245,M15104,M,298.0,308.2,1395,49.1,206,0,0,0,0,0,0,No Failure,10.199999999999989,7172.727267043536,0.14767024983748925
246,M15105,M,297.9,308.1,1627,31.4,209,0,0,0,0,0,0,No Failure,10.200000000000045,5349.901905602153,0.1284572825540425
247,L47426,L,297.9,308.1,1585,33.5,212,0,0,0,0,0,0,No Failure,10.200000000000045,5560.3571974661345,0.13375394237379215
248,L47427,L,298.0,308.2,1469,45.5,214,0,0,0,0,0,0,No Failure,10.199999999999989,6999.4160723205,0.14567733052636261
249,L47428,L,298.0,308.3,1362,56.8,216,1,0,0,0,1,0,OSF,10.300000000000011,8101.2878076650695,0.1585903072056512
250,L47429,L,298.0,308.3,1405,56.2,218,1,0,0,0,1,0,OSF,10.300000000000011,8268.776584003455,0.1551601412444118
251,L47430,L,298.0,308.3,1662,32.7,0,0,0,0,0,0,0,No Failure,10.300000000000011,5691.246419390198,0.0
252,M15111,M,298.0,308.2,1466,42.6,2,0,0,0,0,0,0,No Failure,10.199999999999989,6539.916258830944,0.0013642564709123023
253,L47432,L,298.0,308.2,1620,35.8,5,0,0,0,0,0,0,No Failure,10.199999999999989,6073.326917919787,0.003086419734034446
254,L47433,L,298.0,308.2,1357,48.2,7,0,0,0,0,0,0,No Failure,10.199999999999989,6849.446911013634,0.005158437692273856
255,L47434,L,298.0,308.2,1514,37.9,9,0,0,0,0,0,0,No Failure,10.199999999999989,6008.8823806191485,0.005944517794289843
256,L47435,L,298.0,308.2,1489,40.4,11,0,0,0,0,0,0,No Failure,10.199999999999989,6299.479701076205,0.007387508345282012
257,L47436,L,298.1,308.3,1331,63.0,13,0,0,0,0,0,0,No Failure,10.199999999999989,8781.06562604883,0.0097670923383389
258,L47437,L,298.0,308.0,1615,29.5,15,0,0,0,0,0,0,No Failure,10.0,4989.110933288391,0.009287925639084052
259,L47438,L,298.1,308.2,1482,37.9,17,0,0,0,0,0,0,No Failure,10.099999999999966,5881.878261610026,0.011470985077793623
260,M15119,M,298.1,308.2,1420,63.9,19,1,0,0,1,0,0,PWF,10.099999999999966,9502.061140047686,0.01338028159591351
261,M15120,M,298.2,308.3,1522,49.1,22,0,0,0,0,0,0,No Failure,10.100000000000023,7825.728244043198,0.014454664819614554
262,L47441,L,298.1,308.2,1654,32.1,25,0,0,0,0,0,0,No Failure,10.099999999999966,5559.927846470144,0.015114872943682751
263,M15122,M,298.1,308.2,1736,26.8,27,0,0,0,0,0,0,No Failure,10.099999999999966,4872.065662991147,0.015552995302114082
264,M15123,M,298.0,308.1,1587,32.3,30,0,0,0,0,0,0,No Failure,10.100000000000023,5367.945119409271,0.0189035915633044
265,L47444,L,298.1,308.2,1390,47.5,33,0,0,0,0,0,0,No Failure,10.099999999999966,6914.1218317755365,0.023741007023445993
266,L47445,L,298.0,308.1,1454,37.1,35,0,0,0,0,0,0,No Failure,10.100000000000023,5648.9396383218545,0.02407152665700463
267,H29680,H,298.0,308.1,1440,43.7,37,0,0,0,0,0,0,No Failure,10.100000000000023,6589.80475016995,0.025694444266010804
268,L47447,L,297.9,308.0,1954,21.1,42,0,0,0,0,0,0,No Failure,10.100000000000023,4317.532671730501,0.021494370412004245
269,H29682,H,297.9,308.0,1800,24.8,44,0,0,0,0,0,0,No Failure,10.100000000000023,4674.689868541612,0.024444444308641976
270,L47449,L,298.0,308.0,1524,37.0,49,0,0,0,0,0,0,No Failure,10.0,5904.937551687375,0.03215223076015597
271,H29684,H,298.0,308.0,1520,39.6,51,0,0,0,0,0,0,No Failure,10.0,6303.291500162561,0.033552631358206374
272,M15131,M,298.1,308.1,1452,40.8,56,0,0,0,0,0,0,No Failure,10.0,6203.765844896836,0.03856749284733132
273,L47452,L,298.1,308.1,1484,40.4,59,0,0,0,0,0,0,No Failure,10.0,6278.326310542034,0.03975741213101475
274,L47453,L,298.1,308.0,1426,46.0,61,0,0,0,0,0,0,No Failure,9.899999999999977,6869.197056829202,0.0427769982974965
275,L47454,L,298.1,308.0,1652,28.5,63,0,0,0,0,0,0,No Failure,9.899999999999977,4930.415510543821,0.03813559298949399
276,L47455,L,298.0,308.0,1401,54.7,65,0,0,0,0,0,0,No Failure,10.0,8025.16701766859,0.0463954315032446
277,M15136,M,298.0,307.9,1750,26.6,67,0,0,0,0,0,0,No Failure,9.899999999999977,4874.704600820162,0.03828571406693878
278,H29691,H,298.0,308.0,1479,50.7,70,0,0,0,0,0,0,No Failure,10.0,7852.442253574223,0.047329276218192856
279,M15138,M,298.0,308.0,1620,29.4,75,0,0,0,0,0,0,No Failure,10.0,4987.5924968391555,0.04629629601051669
280,L47459,L,298.0,308.1,1819,23.4,78,0,0,0,0,0,0,No Failure,10.100000000000023,4457.354488766269,0.04288070344760471
281,M15140,M,298.1,308.1,1456,43.7,80,0,0,0,0,0,0,No Failure,10.0,6663.024802949616,0.054945054567685066
282,L47461,L,298.1,308.0,1626,36.5,83,0,0,0,0,0,0,No Failure,9.899999999999977,6215.012746596688,0.05104551014117153
283,M15142,M,298.1,308.1,1390,49.8,85,0,0,0,0,0,0,No Failure,10.0,7248.910888893088,0.06115107869675483
284,L47463,L,298.2,308.2,1469,43.0,88,0,0,0,0,0,0,No Failure,10.0,6614.832771643549,0.05990469666504632
285,L47464,L,298.2,308.3,2051,19.2,90,0,0,0,0,0,0,No Failure,10.100000000000023,4123.780180808106,0.043881033428176335
286,L47465,L,298.2,308.3,1568,36.0,92,0,0,0,0,0,0,No Failure,10.100000000000023,5911.2207369945545,0.05867346901356206
287,L47466,L,298.2,308.3,1589,33.2,94,0,0,0,0,0,0,No Failure,10.100000000000023,5524.4697373866275,0.05915670195621962
288,L47467,L,298.2,308.3,1805,31.6,96,0,0,0,0,0,0,No Failure,10.100000000000023,5973.005392515154,0.05318559527321
289,H29702,H,298.2,308.4,1385,42.2,98,0,0,0,0,0,0,No Failure,10.199999999999989,6120.555527478754,0.07075812223279335
290,L47469,L,298.1,308.4,1436,46.7,103,0,0,0,0,0,0,No Failure,10.299999999999955,7022.632442030528,0.07172701899911547
291,L47470,L,298.1,308.4,1438,45.6,105,0,0,0,0,0,0,No Failure,10.299999999999955,6866.767558510426,0.07301808015981864
292,L47471,L,298.0,308.3,1473,42.6,107,0,0,0,0,0,0,No Failure,10.300000000000011,6571.143689807627,0.07264086848173205
293,L47472,L,298.1,308.4,1335,40.2,109,0,0,0,0,0,0,No Failure,10.299999999999955,5619.995098006781,0.08164793946331132
294,H29707,H,298.1,308.5,1392,44.8,111,0,0,0,0,0,0,No Failure,10.399999999999977,6530.491480870174,0.0797413787374901
295,M15154,M,298.1,308.5,1372,51.1,116,0,0,0,0,0,0,No Failure,10.399999999999977,7341.81825563525,0.0845481043400284
296,M15155,M,298.1,308.6,1716,30.7,119,0,0,0,0,0,0,No Failure,10.5,5516.76236340982,0.06934731894319744
297,L47476,L,298.0,308.5,1395,46.2,122,0,0,0,0,0,0,No Failure,10.5,6749.083497706953,0.08745519650569752
298,L47477,L,298.0,308.5,1713,25.3,124,0,0,0,0,0,0,No Failure,10.5,4538.438995155423,0.07238762362879379
299,H29712,H,297.9,308.5,2129,18.7,126,0,0,0,0,0,0,No Failure,10.600000000000023,4169.13430675043,0.059182714611635906
300,M15159,M,297.8,308.3,1567,35.6,131,0,0,0,0,0,0,No Failure,10.5,5841.812483301244,0.08359923367198957
301,L47480,L,297.8,308.4,1622,38.3,134,0,0,0,0,0,0,No Failure,10.599999999999966,6505.463459396576,0.08261405621076415
302,L47481,L,297.7,308.4,1740,27.1,136,0,0,0,0,0,0,No Failure,10.699999999999989,4937.9553329124365,0.07816091909102921
303,H29716,H,297.8,308.4,1512,35.1,138,0,0,0,0,0,0,No Failure,10.599999999999966,5557.603067906487,0.09126984066620476
304,M15163,M,297.8,308.4,1479,43.5,143,0,0,0,0,0,0,No Failure,10.599999999999966,6737.30252525599,0.09668694998859398
305,L47484,L,297.8,308.4,1737,27.5,146,0,0,0,0,0,0,No Failure,10.599999999999966,5002.200902678348,0.0840529643980831
306,L47485,L,297.8,308.4,2129,19.2,148,0,0,0,0,0,0,No Failure,10.599999999999966,4280.608486075308,0.06951620446446122
307,L47486,L,297.8,308.4,1374,47.1,150,0,0,0,0,0,0,No Failure,10.599999999999966,6776.980840470829,0.10917030488231219
308,M15167,M,297.8,308.4,1579,36.6,152,0,0,0,0,0,0,No Failure,10.599999999999966,6051.9012560223055,0.09626345727508893
309,L47488,L,297.9,308.5,1305,47.2,155,0,0,0,0,0,0,No Failure,10.600000000000023,6450.3180363505635,0.11877394545000808
310,M15169,M,297.9,308.5,1449,40.8,157,0,0,0,0,0,0,No Failure,10.600000000000023,6190.948146870189,0.10835058586369506
311,H29724,H,298.0,308.6,1526,41.8,160,0,0,0,0,0,0,No Failure,10.600000000000023,6679.738075866713,0.10484927847412007
312,M15171,M,298.0,308.6,1453,44.1,165,0,0,0,0,0,0,No Failure,10.600000000000023,6710.159164728975,0.11355815475871883
313,L47492,L,297.9,308.6,1468,36.0,168,0,0,0,0,0,0,No Failure,10.700000000000045,5534.229618563779,0.1144414161141593
314,L47493,L,298.0,308.6,1313,50.8,170,0,0,0,0,0,0,No Failure,10.600000000000023,6984.849554383354,0.12947448492403288
315,M15174,M,297.9,308.5,1300,53.0,172,0,0,0,0,0,0,No Failure,10.600000000000023,7215.191127744558,0.13230769128994083
316,L47495,L,297.9,308.4,1646,40.6,175,0,0,0,0,0,0,No Failure,10.5,6998.169907234575,0.10631834686319352
317,L47496,L,297.8,308.4,1714,33.2,177,0,0,0,0,0,0,No Failure,10.599999999999966,5959.056721133215,0.1032672105993745
318,L47497,L,297.8,308.4,1685,28.4,179,0,0,0,0,0,0,No Failure,10.599999999999966,5011.259161496198,0.106231453375481
319,L47498,L,297.8,308.4,1512,39.9,181,0,0,0,0,0,0,No Failure,10.599999999999966,6317.617162662929,0.11970899391726857
320,L47499,L,297.8,308.4,1612,32.1,183,0,0,0,0,0,0,No Failure,10.599999999999966,5418.744672617819,0.11352357249675203
321,H29734,H,297.8,308.4,1550,38.2,185,0,0,0,0,0,0,No Failure,10.599999999999966,6200.456700635054,0.11935483793964621
322,L47501,L,297.8,308.4,1518,32.5,190,0,0,0,0,0,0,No Failure,10.599999999999966,5166.349118828414,0.12516468955754487
323,L47502,L,297.8,308.5,1448,40.0,192,0,0,0,0,0,0,No Failure,10.699999999999989,6065.368216530695,0.13259668416714998
324,L47503,L,297.8,308.5,1561,46.3,194,0,0,0,0,0,0,No Failure,10.699999999999989,7568.546997444826,0.1242793073396585
325,M15184,M,297.8,308.5,1488,41.9,196,0,0,0,0,0,0,No Failure,10.699999999999989,6528.983516396452,0.13172042922230895
326,L47505,L,297.8,308.5,1699,27.8,199,0,0,0,0,0,0,No Failure,10.699999999999989,4946.144417762795,0.11712772150013114
327,L47506,L,297.7,308.5,1501,41.4,201,0,0,0,0,0,0,No Failure,10.800000000000011,6507.432190792825,0.13391072529040157
328,L47507,L,297.7,308.5,1373,56.7,203,1,0,0,0,1,0,OSF,10.800000000000011,8152.338688285906,0.14785141917078354
329,H29742,H,297.6,308.4,1703,31.4,205,0,0,0,0,0,0,No Failure,10.799999999999955,5599.805129219711,0.12037580669186256
330,H29743,H,297.7,308.5,1720,29.9,210,0,0,0,0,0,0,No Failure,10.800000000000011,5385.527566293862,0.1220930225459708
331,M15190,M,297.6,308.4,1398,41.9,215,0,0,0,0,0,0,No Failure,10.799999999999955,6134.085319840215,0.15379112908590037
332,M15191,M,297.6,308.4,1391,51.9,218,0,0,0,0,0,0,No Failure,10.799999999999955,7560.022809378085,0.15672178176332294
333,M15192,M,297.6,308.3,1538,40.2,0,0,0,0,0,0,0,No Failure,10.699999999999989,6474.571131636277,0.0
334,L47513,L,297.5,308.2,1647,31.3,3,0,0,0,0,0,0,No Failure,10.699999999999989,5398.418568149093,0.00182149361371285
335,M15194,M,297.5,308.1,1469,44.8,5,0,0,0,0,0,0,No Failure,10.600000000000023,6891.732748130953,0.0034036759468776315
336,L47515,L,297.4,308.1,1749,25.9,8,0,0,0,0,0,0,No Failure,10.700000000000045,4743.710659140979,0.004574042283739038
337,M15196,M,297.6,308.2,1995,20.5,10,0,0,0,0,0,0,No Failure,10.599999999999966,4282.776185006285,0.0050125313031953314
338,L47517,L,297.6,308.3,1742,27.7,13,0,0,0,0,0,0,No Failure,10.699999999999989,5053.08423169099,0.007462686524324418
339,L47518,L,297.5,308.2,1563,38.2,15,0,0,0,0,0,0,No Failure,10.699999999999989,6252.460531027478,0.009596928921324832
340,M15199,M,297.5,308.2,1713,32.2,17,0,0,0,0,0,0,No Failure,10.699999999999989,5776.195084743266,0.00992410969104431
341,L47520,L,297.4,308.1,1474,39.4,20,0,0,0,0,0,0,No Failure,10.700000000000045,6081.662610427313,0.013568520939155218
342,M15201,M,297.4,308.2,1530,32.6,22,0,0,0,0,0,0,No Failure,10.800000000000011,5223.21194585839,0.014379084873339314
343,L47522,L,297.4,308.2,1471,46.5,25,0,0,0,0,0,0,No Failure,10.800000000000011,7162.988329817408,0.01699524121689163
344,L47523,L,297.5,308.3,1388,48.6,27,0,0,0,0,0,0,No Failure,10.800000000000011,7064.059577155866,0.019452449427576013
345,M15204,M,297.5,308.2,2448,13.8,29,0,0,0,0,0,0,No Failure,10.699999999999989,3537.684655354394,0.01184640518036599
346,L47525,L,297.5,308.3,1585,32.9,32,0,0,0,0,0,0,No Failure,10.800000000000011,5460.768710347337,0.020189274320572402
347,M15206,M,297.5,308.3,1459,45.2,34,0,0,0,0,0,0,No Failure,10.800000000000011,6905.932746925179,0.023303632465362354
348,L47527,L,297.5,308.3,1544,40.8,37,0,0,0,0,0,0,No Failure,10.800000000000011,6596.841917713991,0.02396373041474268
349,L47528,L,297.6,308.3,1617,31.7,39,0,0,0,0,0,0,No Failure,10.699999999999989,5367.819455703128,0.024118738255295372
350,L47529,L,297.6,308.3,1595,34.3,41,0,0,0,0,0,0,No Failure,10.699999999999989,5729.060722963905,0.02570532899244308
351,H29764,H,297.6,308.3,1400,44.3,43,0,0,0,0,0,0,No Failure,10.699999999999989,6494.719212521299,0.03071428549489796
352,M15211,M,297.6,308.4,1611,31.0,48,0,0,0,0,0,0,No Failure,10.799999999999955,5229.809290430929,0.02979515810183018
353,M15212,M,297.6,308.4,1507,46.0,51,0,0,0,0,0,0,No Failure,10.799999999999955,7259.3828644050545,0.03384207011385488
354,H29767,H,297.5,308.3,1674,30.0,54,0,0,0,0,0,0,No Failure,10.800000000000011,5259.026102109314,0.03225806432342853
355,L47534,L,297.6,308.3,1658,34.3,59,0,0,0,0,0,0,No Failure,10.699999999999989,5955.349641801979,0.03558504200491531
356,L47535,L,297.6,308.3,1623,36.9,61,0,0,0,0,0,0,No Failure,10.699999999999989,6271.529998434768,0.03758471942338435
357,M15216,M,297.6,308.4,1398,48.9,63,0,0,0,0,0,0,No Failure,10.799999999999955,7158.872843441205,0.045064377360054524
358,L47537,L,297.6,308.4,1517,34.2,66,0,0,0,0,0,0,No Failure,10.799999999999955,5433.007503265117,0.043506921268906255
359,M15218,M,297.6,308.3,1467,36.7,68,0,0,0,0,0,0,No Failure,10.699999999999989,5637.996423911851,0.046353101251853435
360,M15219,M,297.6,308.3,1567,34.6,71,0,0,0,0,0,0,No Failure,10.699999999999989,5677.716627028738,0.04530950832604015
361,M15220,M,297.5,308.3,1521,38.2,74,0,0,0,0,0,0,No Failure,10.800000000000011,6084.4481559134965,0.04865220217848651
362,L47541,L,297.5,308.3,1596,36.8,77,0,0,0,0,0,0,No Failure,10.800000000000011,6150.484433491952,0.048245613732796906
363,H29776,H,297.6,308.3,1640,30.9,79,0,0,0,0,0,0,No Failure,10.699999999999989,5306.778310443879,0.0481707314135931
364,L47543,L,297.6,308.3,1438,47.8,84,0,0,0,0,0,0,No Failure,10.699999999999989,7198.058975806981,0.058414464127854906
365,L47544,L,297.6,308.4,1407,55.2,86,0,0,0,0,0,0,No Failure,10.799999999999955,8133.206389025544,0.06112295621092426
366,L47545,L,297.6,308.4,1353,57.5,88,0,0,0,0,0,0,No Failure,10.799999999999955,8146.935148921731,0.06504064992578973
367,M15226,M,297.6,308.5,1552,40.9,90,0,0,0,0,0,0,No Failure,10.899999999999977,6647.274951779618,0.05798969034800457
368,M15227,M,297.6,308.4,1569,38.3,93,0,0,0,0,0,0,No Failure,10.799999999999955,6292.892828479178,0.05927342218436315
369,L47548,L,297.5,308.4,1489,39.5,96,0,0,0,0,0,0,No Failure,10.899999999999977,6159.144757240349,0.06447280010427939
370,H29783,H,297.5,308.4,1587,36.1,98,0,0,0,0,0,0,No Failure,10.899999999999977,5999.468074633892,0.06175173244012771
371,M15230,M,297.5,308.3,1622,37.2,103,0,0,0,0,0,0,No Failure,10.800000000000011,6318.6224723120795,0.06350184917693065
372,L47551,L,297.5,308.4,1604,38.1,106,0,0,0,0,0,0,No Failure,10.899999999999977,6399.675562774695,0.06608478761792526
373,M15232,M,297.4,308.3,1405,51.7,108,0,0,0,0,0,0,No Failure,10.900000000000034,7606.685932259406,0.0768683268550297
374,L47553,L,297.4,308.3,1412,42.0,111,0,0,0,0,0,0,No Failure,10.900000000000034,6210.300357616303,0.07861189746025568
375,L47554,L,297.4,308.3,1431,43.0,113,0,0,0,0,0,0,No Failure,10.900000000000034,6443.720691778024,0.07896575765921902
376,L47555,L,297.4,308.2,1533,37.4,115,0,0,0,0,0,0,No Failure,10.800000000000011,6004.023383981596,0.07501630740367705
377,M15236,M,297.4,308.2,1401,51.9,117,0,0,0,0,0,0,No Failure,10.800000000000011,7614.3723622851885,0.08351177670584028
378,M15237,M,297.4,308.2,1424,53.9,120,0,0,0,0,0,0,No Failure,10.800000000000011,8037.618196552317,0.08426966232956698
379,L47558,L,297.3,308.2,1754,29.4,123,0,0,0,0,0,0,No Failure,10.899999999999977,5400.146444108566,0.0701254271942678
380,L47559,L,297.3,308.2,1754,26.8,125,0,0,0,0,0,0,No Failure,10.899999999999977,4922.58247286087,0.07126567804295508
381,L47560,L,297.5,308.3,2564,12.8,127,1,0,0,1,0,0,PWF,10.800000000000011,3436.818587223138,0.04953198108606871
382,L47561,L,297.5,308.5,1546,40.4,129,0,0,0,0,0,0,No Failure,11.0,6540.628353165758,0.08344113788201075
383,L47562,L,297.5,308.5,1335,48.0,131,0,0,0,0,0,0,No Failure,11.0,6710.441908067797,0.09812734008893378
384,M15243,M,297.5,308.6,1842,27.0,133,0,0,0,0,0,0,No Failure,11.100000000000023,5208.132301121159,0.07220412555806664
385,L47564,L,297.5,308.5,1712,26.8,136,0,0,0,0,0,0,No Failure,11.0,4804.709916498182,0.07943925187243428
386,M15245,M,297.6,308.6,1414,45.4,138,0,0,0,0,0,0,No Failure,11.0,6722.54751175963,0.09759547314288916
387,L47566,L,297.6,308.7,1319,50.9,141,0,0,0,0,0,0,No Failure,11.099999999999966,7030.58067144411,0.10689916522441877
388,L47567,L,297.7,308.7,1249,60.4,143,0,0,0,0,0,0,No Failure,11.0,7900.016438325084,0.11449159235795363
389,L47568,L,297.6,308.7,1455,48.2,145,0,0,0,0,0,0,No Failure,11.099999999999966,7344.10114629686,0.09965635670339273
